Title,Company,Job description,Requirements,Categories,Link
טכנאי/ת שטח לשירות ומכירה- למרכז-משרה מיידית!,נטלי שירותי רפואה,תיאור משרה לחברת נטלי המובילה בתחום הרפואה דחופה דרושים/ות טכנאי/ות שטח שירות מול לקוחות קיימים ומכירה ללקוחות פרטיים. שעות וימי עבודה: 5 ימי עבודה בשבוע - 08:00-17:00 שישי לסירוגין 08:00-14:00 עם גמישות בהתאם לצרכי העבודה (העבודה דורשת לעיתים פעילות מעבר לשעות אלו) תנאים סוציאליים מלאים + רכב ומכשיר סלולארי מהחברה. אזור מרכז,"דרישות התפקיד בעל/ת כישורי מכירה טובים, כושר ביטוי טוב, אסרטיביות, יכולת שכנוע, נחישות ודבקות במטרה, ייצוגיות, שירותיות. סדר, ארגון, יסודיות, יכולת עבודה עצמאית בשטח. בעל/ת הבנה טכנית ויכולת למידה טובה. רישיון נהיגה רכב פרטי. חשוב כי יהיה/תהיה נהג/ת זהיר/ה ללא עבר של תאונות וללא ריבוי עברות תנועה. שליטה מלאה בעברית בע""פ ובכתב. דוברי/ות רוסית יתרון המשרה מיועדת לנשים וגברים כאחד",רפואה / בריאות & מוכר/ת ציוד רפואי & טכנאי/ת מכשור רפואי & תועמלן/ית & מכירות & תועמלן/ית & סוכן/ת מכירות & סוכן/ת מכירות שטח,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-91906-%D7%A0%D7%98%D7%9C%D7%99--%D7%A8%D7%A4%D7%95%D7%90%D7%94-%D7%93%D7%97%D7%95%D7%A4%D7%94/
לכביש 6 דרוש/ה טכנאי/ת אלקטרוניקה,דרך ארץ,"תיאור משרה • ביצוע אחזקה מונעת ושבר, לכלל מערכות האגרה ובקרת התנועה בכביש הכולל: מצלמות, לייזרים, מחשבים, סיבים אופטיים ,RF, אנטנות, משדרים, גלאי אור, בקרים מתוכנתים, מערכות בקרה, שילוט אלקטרוני, מערכות מנהרות, תאורת כביש, מערכות חשמל ועוד. • העבודה מתבצעת גם בשטח וגם במעבדה החל מהחלפת מכלולים ועד לטיפול בכרטיסים ורכיבים בכל דרגי האחזקה, כולל עבודה בגובה הזדמנות ללמידה והתפתחות מקצועית!","דרישות התפקיד • טכנאי/הנדסאי אלקטרוניקה עם ניסיון של 3 שנים לפחות - חובה • אנגלית ברמה טובה • ידע ברמה גבוהה ב- Excel, Word, Outlook • יכולת קריאת והבנת שרטוטים • יכולת עבודה תחת לחץ ועמידה בלוחות זמנים • יחסי אנוש מצוינים • התפקיד כולל כוננויות יומיות בכל יום, לרבות סופ""ש וחגים • התפקיד כרוך בעבודת משרד ועבודת שטח בכל מזג אוויר *התפקיד פונה לשני המינים.",הנדסה & הנדסאי/ת אלקטרוניקה,https://www.drushim.co.il/job/30492761/4d6841dd/
טכנאי/ת כספומטים לבאר שבע - הכשרה על חשבון החברה,ברינקס ישראל,"תיאור משרה חברת BRINKS מגייסת טכנאי כספומטים עובד חברה מהיום הראשון כפוף להסכם הקיבוצי נופש חברה שנתי. קרן פנסיה מהיום הראשון. קרן השתלמות אחרי שנתיים. מתנות שוות בחגים. המשרה עצמה עוללת טיפול ומענה לתקלות במכונות כמו כספומטים, כספות חכמות שנמצאות בבית העסק של הלקוחות. היקף ושעות המשרה: משרה מלאה (5 ימים בשבוע כולל שישי ) יום חופש באמצע שבוע. הסכם קיבוצי: שכר: 8800 ש""ח + נסיעות (חופשי חודשי) + שעות נוספות. עבודה באזור הדרום. במסגרת התפקיד הוצאת רישיון נשק והסמכה מלאה על חשבון החברה.",דרישות התפקיד רישיון נהיגה ב’ - חובה. בעל רישיון נשק - יתרון. 12 שנות לימוד. ניסיון טכני - יתרון. נכונות לעבודה בשטח - חובה נכונות להוצאת רישיון נשק ארגוני (על חשבון החברה),בעלי מקצוע & טכנאי/ת סלולר & טכנאי/ת & טכנאי/ת מתח נמוך,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-19338-%D7%91%D7%A8%D7%99%D7%A0%D7%A7%D7%A1-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/
לרשת אסתטיקה מובילה דרוש/ה טכנאי/ת לייזר - נתיבות,care שירותי רפואה,תיאור משרה לרשת האסתטיקה המובילה CARE שירותי רפואה דרוש/ה מטפל/ת הסרת שיער בלייזר לסניף נתיבות  במסגרת התפקיד: ביצוע טיפולי הסרות שיער בלייזר עם המכשירים המתקדמים ביותר! אווירה משפחתית ונעימה הכשרה מלאה על חשבוננו!,"דרישות התפקיד נכונות לעבודה במשרות (3 ערבים, 2 בקרים ושישי לסירוגין). נכונות לטיפול בכלל לקוחות הרשת, בגברים ובנשים - כולל אזורים מוצנעים. נכונות לעבודה לטווח הארוך לא נדרש ניסיון, אנו נלמד ונכשיר בקורס מקצועי עלינו!","יופי, טיפוח וספא & מסיר/ת שיער בלייזר & איש/ת יעוץ ומכירה - קוסמטיקה & קוסמטיקאי/ת",https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-6545-care-%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99-%D7%A8%D7%A4%D7%95%D7%90%D7%94/
טכנאי/ת מיזוג מערכות גדולות.,אלקטרה מוצרי צריכה מקצועי,"תיאור משרה הזדמנות להשתלב בחברה המובילה בישראל! אלקטרה מגייסת טכנאי/ת מיזווג אוויר למערכות גדולות בפריסה ארצית!  איך יראה היום שלך ? פתרון תקלות, עבודה בשטח ומתן שירות. סביבת עבודה דינמית ומעניינת תנאים מעולים למתאימים קליטה כעובד/ת חברה מהיום הראשון / אפיקי קידום ופיתוח.","דרישות התפקיד דרישות:  בעלי ניסיון במערכות גדולות: פקג'ים, צ'ילרים, vrf",בעלי מקצוע & טכנאי/ת מיזוג אוויר & טכנאי/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3666338-%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%94-%D7%9E%D7%95%D7%A6%D7%A8%D7%99-%D7%A6%D7%A8%D7%99%D7%9B%D7%94-%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99/
טכנאי/ת מעבדה,בנדא מגנטיק,"תיאור משרה לבנדא מגנטיק - יבואנית של ציוד היקפי למחשבים, יבואנית של רחפנים DJI וXBOB דרוש/ה טכנאי/ת מעבדה לתיקונים והלחמות קלות. למתאימים הכשרה בחו""ל המשרה מלאה בבהרצליה העבודה במסגרת צוות תומך ומשפחתי. בוא/י ותצליח/י איתנו.","דרישות התפקיד יכולת למידה טובה, חוש טכני, ניסיון קודם או רקע טכני - יתרון! מלמדים הכל במקום ניסיון בהלחמות עדינות. אנגלית ברמה טובה!",תעשיה / ייצור & חשמל ואלקטרוניקה & טכנאי/ת - תעשייה וייצור & מלחים/ה / מחווט/ת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-7753-%D7%91%D7%A0%D7%93%D7%90-%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%A7/
טכנאי/ת שירות ותחזוקה - באתרים באזור הערבה,אל-מור אנרגיות מתחדשות,"תיאור משרה לחברת אלמור אנרגיות מתחדשות דרוש/ה טכנאי/ת למחלקת שירות ותחזוקה ! התפקיד כולל: * תפעול ותחזוקה של אתרים סולריים. * מעקב ובקרה אחרי בדיקות. * תמיכה בפרויקטים בשלבי ההקמה – עבודה מול מנהלי הפרויקטים. * תמיכה בפרויקטים לאחר מסירה ללקוח – תקלות, תחזוקה מונעת, תחזוקת שבר, ביקורות שוטפות. * טיפול בתקלות חשמליות -DC/AC * פיקוח על קבלני משנה. עבודת שטח מלאה נדרשת זמינות לעבודה בסופי שבוע וחגים (כוננות כאחת לחודש)",דרישות התפקיד 1. רישיון חשמל מוסמך ומעלה– חובה. 2. רישיון נהיגה בתוקף – חובה. 3. ניסיון בתחום ה PV/סולארי – עדיפות. 4. בעל רישיון חשמלאי מסויג מתח גבוה – עדיפות,תעשיה / ייצור & חשמל ואלקטרוניקה & טכנאי/ת - תעשייה וייצור & תחזוקה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3492279-%D7%90%D7%9C%D7%9E%D7%95%D7%A8-%D7%90%D7%A0%D7%A8%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA/
טכנאי/ת מיזוג אוויר - רכב צמוד,"~ אלקטרה בע""מ ~","תיאור משרה אלקטרה FM מגייסת טכנאי/ת מיזוג אוויר למתקן ממשלתי באזור שוהם – רכב צמוד!  - הזדמנות להיכנס לחברה גדולה ויציבה! - עובד /ת אלקטרה מהיום הראשון! - רכב צמוד + קרן השתלמות - יש ארוחות באתר - משרה מלאה בימים א'-ה' בין השעות 08:00-17:00 + ימי שישי במידת הצורך וזמינות להקפצות   במסגרת התפקיד: - טיפול ואחזקת מזגנים, אחזקה שוטפת וביצוע אחזקה מונעת (מזגנים מפוצים, יטאות, מיזוג אוויר מרכזי, מפוחי נחשון,   צ'ילרים, משאבות סחרור ועוד) - טיפול בלוחות חשמל, החלפת גופי תאורה, החלפת שקעים, התקנת קווים חדשים - מתן עזרה באחזקה כללית בעת הצורך",דרישות התפקיד - לפחות 3 שנים ניסיון במיזוג וקירור- חובה - תעודת מיזוג אויר + חשמלאי מוסמך - חובה - תודעת שירות גבוהה – חובה,בעלי מקצוע & טכנאי/ת מיזוג אוויר,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2963072-%D6%B0%D6%B0~-%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%94-~/
לנמל הדרום דרוש/ה טכנאי/ת מכונות,- חסוי -,תיאור משרה לנמל הדרום באשדוד דרוש/ה טכנאי/ת מכונות • ביצוע טיפולים תקופתיים על פי תוכנית אחזקה. • מתן מענה לתקלות שבר. • ראייה מערכתית. • עבודה בממשק עם כלל המחלקות.,"דרישות התפקיד • בגרות מלאה- חובה. • טכנאי/ הנדסאי מכונות. • בעל ידע טכני במכונאות ציוד כבד, הידראוליקה וניסיון באחזקת מכונות ובפתרון בעיות. • ניסיון רלוונטי של 3 שנים בתפקיד דומה - יתרון. • אנגלית ברמה טובה – קריאה וכתיבה. • התמצאות וקריאת חומר טכני באנגלית ומציאת חלקי חילוף.",הנדסה & הנדסאי/ת מכונות & תעשיה / ייצור & טכנאי/ת - תעשייה וייצור & מכונאי/ת & תחזוקה,https://www.drushim.co.il/job/30554321/2a6d0cfa/
טכנאי/ת שירות מעליות משא,"- אלקטרה בע""מ -","תיאור משרה אלקטרה מעליות מקבוצת אלקטרה בע""מ מגייסת לשירותיה טכנאי/ת שירות למעליות משא.  התפקיד כולל אבחון וטיפול בתקלות חשמל, בקרה ומכניקה במעליות משא פעילות, העבודה לרוב באתרי בנייה ובמפעלי תעשייה.; מדובר בעבודת שטח, פיזית ובגובה. שעות וימי העבודה: א'-ה' 7:30-16:45 . *רכב צמוד מהיום הראשון! ותנאים מעולים למתאים/ה*",דרישות התפקיד רישיון חשמל- חובה (חשמלאי עוזר ומעלה) ניסיון בעבודה פיזית טכנית- חובה ניסיון קודם בתחום החשמל וקריאת שרטוטים- יתרון גדול,בעלי מקצוע & טכנאי/ת מעליות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2963091--%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%94--/
טכנאי/ת תקשורת בית חכם ומתח נמוך עם או ללא נסיון,- חסוי -,"תיאור משרה לחברה הנותנת פתרונות מתקדמים למיגון הבית והעסק , עבודה מעניינת ומתגמלת בתחום הבתים החכמים, מערכות אבטחה מתקדמות, רשתות תקשורת ועוד דרוש/ה טכנאי/ת / עוזר/ת שכר גבוה למתאימים, אפשרויות קידום","דרישות התפקיד דרושים/ות עובדים/ות חרוצים/ות להתקנת מערכות אזעקה, רשתות מחשבים, מצלמות אבטחה, מערכות אודיו וידאו ומערכות שליטה עבודה בימים א-ה באזור המרכז, דרוש רישיון נהיגה, שליטה בשפה האנגלית, שפות נוספות יתרון",בעלי מקצוע & טכנאי/ת מתח נמוך & חשמלאי & אחר,https://www.drushim.co.il/job/30470227/112b55f3/
טכנאי/ת אלקטרוניקה למעבדת תיקונים,ביקונקט טכנולוגיות,"תיאור משרה חברת ביקונקט טכנולוגיות המייבאת מוצרי צריכה בתחום האלקטרוניקה ממותגים מובילים , מחפשת טכנאי/ת אלקטרוניקה מנוסה להצטרף לצוות המעבדה שלנו. • תודעת שרות גבוהה ומוכנות ללמוד ולהתפתח. אנו מציעים: • סביבת עבודה תומכת ומאתגרת. • הזדמנויות להתפתחות מקצועית. • תנאים סוציאליים מעולים. אם את/ה מעוניין/ת להצטרף למשפחת ביקונקט טכנולוגיות ולתרום מניסיונך ומיומנויותיך, אנא שלח/י קורות חיים",דרישות התפקיד • ניסיון בתחום האלקטרוניקה - יתרון משמעותי. • שליטה באנגלית ברמה גבוהה. • יחסי אנוש מעולים ויכולת עבודה בצוות. • סבלנות ויכולת לעבוד תחת לחץ. • תודעת שרות גבוהה ומוכנות ללמוד ולהתפתח.,בעלי מקצוע & טכנאי/ת & טכנאי/ת מתח נמוך,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1967073-%D7%91%D7%99%D7%A7%D7%95%D7%A0%D7%A7%D7%98-%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%95%D7%AA/
טכנאי/ת שירות ותחזוקה - צוות מרכז,אל-מור אנרגיות מתחדשות,"תיאור משרה לחברת אלמור אנרגיות מתחדשות דרוש/ה טכנאי/ת למחלקת שירות ותחזוקה- לאזור מרכז. מיקום: חדרה - גדרה התפקיד כולל: * תפעול ותחזוקה של אתרים סולריים. * מעקב ובקרה אחרי בדיקות. * תמיכה בפרויקטים לאחר מסירה ללקוח – תקלות, תחזוקה מונעת, תחזוקת שבר, ביקורות שוטפות. * טיפול בתקלות חשמליות -DC/AC * פיקוח על קבלני משנה עבודת שטח מלאה נדרשת זמינות לכוננות כאחת לחודש בחגים ובסופי שבוע (כולל אחרי כניסת השבת!)",דרישות התפקיד 1. רישיון חשמל מוסמך ומעלה- חובה 2. ניסיון בעבודה בגובה- שנה ומעלה 3. ניסיון בתחום ה PV/סולארי- יתרון 4. רישיון נהיגה בתוקף- חובה,תעשיה / ייצור & תחזוקה & חשמל ואלקטרוניקה & בקרת איכות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3492279-%D7%90%D7%9C%D7%9E%D7%95%D7%A8-%D7%90%D7%A0%D7%A8%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA/
טכנאי/ת שטח למחשוב - מנהל רשת מחשבים ותשתיות,גוטק תקשורת חכמה,תיאור משרה לחברתנו דרוש/ה טכנאי/ת מחשבים / מנהל/ת רשת מחשבים . המשרה הינה גם שטח וגם תמיכה במשרד. נדרש יידע נרחב בתחום הרשתות והשרתים. משרה מלאה.,דרישות התפקיד אחריות ומקצועיות. ניסיון בהתקנת ותפעול שרתים חובה! עמידה בזמנים. רישיון נהיגה. ניסיון של כ-3 שנים לפחות.,הייטק-כללי & מנהל/ת רשת & טכנאי/ת מחשבים & תשתיות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-7798-%D7%92%D7%95%D7%98%D7%A7-%D7%AA%D7%A7%D7%A9%D7%95%D7%A8%D7%AA-%D7%97%D7%9B%D7%9E%D7%94/
טכנאי/ת שירות חשמל ובקרה,יוטרון,"תיאור משרה לחברת יוטרון, המתמחה בפיתוח מערכות אוטומטיות, דרוש/ה טכנאי/ת שירות חשמל ובקרה. התפקיד כולל: פתרון תקלות חשמל ובקרה,שדרוגים ובדיקות של קוד בקרה עבור מוצרי החברה אשר משובצים בפרויקטים וכן תמיכה בלקוחות קיימים. התפקיד הינו בשטח מול הלקוחות. מתן שירות ללקוחות בכל הארץ, כולל באזור הצפון. משרה מלאה עם נכונות לכוננויות לילות וסופ""ש לסירוגין","דרישות התפקיד • רשיון חשמלאי/ת מעשי/ראשי • רקע או ידע בתפקידי שירות טכני למערכות בקרה ומערכות אלקטרומכאניות • זמינות למשרה מלאה, כוננויות בלילות וסופ""ש. • כושר ביטוי בעברית ואנגלית",בעלי מקצוע & חשמלאי & תעשיה / ייצור & חשמל ואלקטרוניקה & איש/ת מכשור ובקרה,https://www.drushim.co.il/job/30469657/9f6e0050/
טכנאי/ת לתיקון מעגלים אלקטרוניים ברמת הרכיב,- חסוי -,תיאור משרה לחברת הייטק בקיסריה דרוש /ה טכנאי /ת לתיקון מעגלים אלקטרונים ברמת הרכיב. התפקיד כולל: איבחון תקלות ותיקון כרטיסים אלקטרונים תנאים מצויינים למתאים /ה.,דרישות התפקיד תעודת טכנאי /ת או הנדסאי /ת אלקטרוניקה / חשמל-חובה. ניסיון בתיקוני מעבדה-חובה. ניסיון בתחום הסלולר-יתרון משמעותי. המשרה מיועדת לנשים ולגברים כאחד.,תעשיה / ייצור & טכנאי/ת - תעשייה וייצור & מרכיב/ה מכאני/ת,https://www.drushim.co.il/job/30384841/4dc8ba32/
טכנאי/ת קירור עם ניסיון בקרור תעשייתי לעבודת שטח,"קרור בני בע""מ","תיאור משרה הזדמנות מצוינת להשתלב בחברה יציבה ואיכותית לטווח ארוך! לחברת קרור בני, החברה המובילה בענף הקירור התעשייתי דרוש/ה טכנאי/ת קירור , צנרים ומתקינים עצמאים בשטח 6 ימי עבודה בשכר הגבוה בענף אפשרות להתפתח אישית ומקצועית",דרישות התפקיד **** ניסיון בתחום הקירור / מיזג אוויר מרכזי או תעשייתי - חובה ***** - שירות צבאי - רישיון חשמל בדרגת עוזר - חובה !! - רישיון נהיגה בדרגה 02 לפחות - תעודת לימודים בתחום הקירור,בעלי מקצוע & טכנאי/ת & טכנאי/ת מיזוג אוויר & חשמלאי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2003477-%D7%A7%D7%A8%D7%95%D7%A8-%D7%91%D7%A0%D7%99/
